the_geom,cartodb_id,at_a_public_event_negative,at_a_public_event_positive,at_the_shops_negative,at_the_shops_positive,going_to_or_from_school_negative,going_to_or_from_school_positive,going_to_or_from_work_negative,going_to_or_from_work_positive,i_avoid_going_there_alone,i_never_went_back_there,i_reported_it_and_authorities_did_something,i_reported_it_but_authorities_did_nothing,i_stopped,i_told_my_friend_or_my_family,in_a_park_or_garden_negative,in_a_park_or_garden_positive,on_the_street_negative,on_the_street_positive,out_socially_negative,out_socially_positive,public_transport_negative,public_transport_positive,someone_using_alcohol_or_drugs_negative,this_happens_so_often_that_ia_m_just_used_to_it,age,created_datetime,dataset,description_negative,description_positive,description_translation,disability,ethnicity,ftb_demographics_heading,full_time_parent,gender,gender_discrimination_factor,id,in_work,location_adminarea1,location_adminarea1type,location_adminarea3,location_adminarea3type,location_adminarea4,location_adminarea4type,location_adminarea5,location_adminarea5type,location_adminarea6,location_adminarea6type,location_displaylatlng_lat,location_displaylatlng_lng,location_dragpoint,location_geocodequality,location_geocodequalitycode,location_latlng_lat,location_latlng_lng,location_linkid,location_mapurl,location_postalcode,location_sideofstreet,location_street,location_type_1,location_unknowninput,spot_type,location_what_happened_next_other,name,none,other,religion,student,submission_sets_support_length,submission_sets_support_name,submission_sets_support_url,submitter,submitter_avatar_url,submitter_id,submitter_name,submitter_provider_id,submitter_provider_type,submitter_username,time_of_day,unemployed,updated_datetime,url,user_token,visible
0101000020E61000001E2E0521CA4840400D36B85F0C9DD63F,1030,,,,,,,,,,,,I reported it but authorities did nothing,,,,,On the street_negative,,,,,,,,22,2018-05-29 11:05:00.121+00,47,"Batomererawo omukazi ku kagaali, emotoka zidduka nyo ate tewali na ba traffic,bateekewo humps ku luguudo ",,,,,,,female,,123005,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.353329,32.568658,false,STREET,B1AAA,0.353329,32.568658,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3533290797479822,32.56865828126033|marker-sm-50318A-1&scalebar=true&zoom=15&rand=515916135",36188,false,Ttula Road,s,,bad,,"Ttula Road, Kampala Central Region",none,,,,,,,,,,,,,,Anytime,,2018-05-29 11:05:00.139+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123005,session:b06ed4995dbb88b0ce5b07a70868b784,true
0101000020E61000008E832A70344940407214B0FEC789D63F,1031,,,,,,,,,,,,I reported it but authorities did nothing,,,,,On the street_negative,,,,,,,,20,2018-05-29 11:09:40.164+00,47,"Babirawo nyo abantu ,waliwo abantu baangi naababi mwebabeera,bakwate ababi ababeerawo ",,,,,,,female,,123023,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.352198,32.571832,false,STREET,B1AAA,0.352198,32.571832,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.35219758492986564,32.57183229584307|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1429478426",36188,false,Gayaza Road,s,,bad,,"Gayaza Road, Kampala Central Region",none,,,,,,,,,,,,,,Evening,,2018-05-29 11:09:40.184+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123023,session:b06ed4995dbb88b0ce5b07a70868b784,true
0101000020E6100000FC184732914840402F82CD98C54DD63F,1032,,,,,,,Going to or from work_negative,,,,,,,I told my friend or my family),,,On the street_negative,,Out socially_negative,,Public transport_negative,,,,24,2018-05-29 11:15:56.349+00,47,"_x000D_Arobbery was caught opening my neighbour's house,theives Sleep from Christian life church after they robbe people's properties so security should be improved in the area ",,,,,,full time parent),female,,123065,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.347538,32.566565,false,POINT,P1AAA,0.347538,32.566565,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3475384,32.5665645|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1606973762",36188,false,JRD Grocery,s,,bad,,"JRD Grocery, Kampala Central Region",none,,,,,,,,,,,,,,Late night,,2018-05-29 11:15:56.366+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123065,session:de089f1763812a212e30fe1a9131b6bc,true
0101000020E6100000D56C7A1C5A4940402D1B5542C29BD63F,1033,,,,,Going to or from school_negative,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,25,2018-05-29 11:28:12.53+00,47,Wawunya  ate wakyafu lufuula telina  wateeka bintu  ebiva mu luffula  bikunganirawo basomese abantu  kubuyonjo NE luffula  efuune weyiwa  kasasiro ,,,,,,,female,,123135,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.352868,32.573064,false,STREET,B1AAA,0.352868,32.573064,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.35286829571944023,32.573063806913645|marker-sm-50318A-1&scalebar=true&zoom=15&rand=999420527",36188,false,Northern Bypass,s,,bad,,"Northern Bypass, Kampala Central Region",none,,,,,,,,,,,,,,Late night,,2018-05-29 11:28:12.546+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123135,session:3f0e337754ef994c30c77458a6cdf5e9,true
0101000020E61000000C3F5BF70D484040F36861513C87D63F,1035,,,,,,,,,,,,,,,,,,,,,Public transport_negative,,,This happens so often that Iâ€™m just used to it,16,2018-05-29 11:31:05.497+00,47,"I was insulted by tax drivers and conductors, no strict laws, laws must be emphasised by leaders",,,,,,,female,gender_discrimination_factor,123151,,UG,Country,Central Region,State,,County,,City,,Neighborhood,0.352061,32.562928,false,POINT,P1AAA,0.352061,32.562928,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3520612,32.5629284|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-691646601",36188,false,Bwaise Taxi Park,s,,bad,,"Bwaise Taxi Park,  Central Region",,,,student,,,,,,,,,,,Anytime,,2018-05-29 11:31:05.514+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123151,session:631449c834771bd91b45a9fb3624a16f,true
0101000020E6100000A4C1B2F8E2484040C84ABF8990A6D63F,1036,,,,,Going to or from school_negative,,Going to or from work_negative,,,,,,,I told my friend or my family),,,On the street_negative,,Out socially_negative,,Public transport_negative,,,This happens so often that Iâ€™m just used to it,17,2018-05-29 11:31:35.427+00,47,"_x000D_I was assaulted verbally by garrage men when i was coming back from school, alot of garrage men on the street, garrage men should be sensitized about girl's rights ",,,,,,,female,gender_discrimination_factor,123154,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.353904,32.569441,false,STREET,B1AAA,0.353904,32.569441,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.353903720278755,32.569440539368344|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1715158270",36188,false,Alice Kaggwa Road,s,,bad,,"Alice Kaggwa Road, Kampala Central Region",,,,student,,,,,,,,,,,Anytime,,2018-05-29 11:31:35.443+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123154,session:de089f1763812a212e30fe1a9131b6bc,true
0101000020E6100000A445B8F4284B404006D69C7CAD8DD53F,1039,,,,,,,,Going to or from work_positive,,,,,,,,,,On the street_positive,,,,Public transport_positive,,,23,2018-05-29 11:35:35.935+00,47,,Ekifo  waliwo obuukumi  amatala ate  oyangulirwa  offuna  boda NE woobeera  nude bwakiro  nyo ,,,,,,female,,123192,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.336755,32.587167,false,STREET,B1AAA,0.336755,32.587167,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3367547643095354,32.58716719747433|marker-sm-50318A-1&scalebar=true&zoom=15&rand=172870579",7096,false,Acacia Avenue,s,,good,,"Acacia Avenue, Kampala Central Region",,,,student,,,,,,,,,,,Anytime,,2018-05-29 11:35:35.958+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123192,session:3f0e337754ef994c30c77458a6cdf5e9,true
0101000020E6100000A836E6A4D848404081471BD9EA91D63F,1040,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,17,2018-05-29 11:40:31.475+00,47,"Babirawo abantu ekiro, tewaba mataala kiro ate tewali na bukuumi,batekeko amataala ",,,,,,,female,,123230,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.352689,32.569103,false,STREET,B1AAA,0.352689,32.569103,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.35268875358242807,32.56910301122252|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1688700115",36188,false,Northern Bypass,s,,bad,,"Northern Bypass, Kampala Central Region",none,,,,,,,,,,,,,,Late night,unemployed,2018-05-29 11:40:31.493+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123230,session:b06ed4995dbb88b0ce5b07a70868b784,true
0101000020E61000007F829DF810494040271D08704A5ED63F,1041,,,,,,,Going to or from work_negative,,,,,,,I told my friend or my family),,,On the street_negative,,Out socially_negative,,Public transport_negative,,,This happens so often that Iâ€™m just used to it,22,2018-05-29 11:43:36.202+00,47,"_x000D_I was going to the market and i found cone men (people who through fake money and fake people), unemployment in our community, the government should create more jobs for youths ",,,,,,,female,,123251,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.349373,32.570816,false,POINT,P1AAA,0.349373,32.570816,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3493728,32.5708156|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1673076350",36188,false,Fishers and Sharks,s,,bad,,"Fishers and Sharks, Kampala Central Region",none,,,,,,,,,,,,,,Evening,,2018-05-29 11:43:36.355+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123251,session:de089f1763812a212e30fe1a9131b6bc,true
0101000020E610000048D4EF317D494040E376E5440D27D63F,1042,,,,,,,,,,,,,,,,,,On the street_positive,,Out socially_positive,,,,,22,2018-05-29 11:48:11.296+00,47,,"People were  busy on their work ,_x000D_Me and my  friends _x000D_I was  from  the match  at  mulago _x000D_Everyone is responsible on one's life  meaning  Protection is  available. _x000D__x000D__x000D_",,,,,,female,,123265,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.34616,32.574202,false,POINT,P1AAA,0.34616,32.574202,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3461599,32.5742024|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1556779588",36188,false,Mulago School For The Deaf,s,,good,,"Mulago School For The Deaf, Kampala Central Region",,,,,,,,,,,,,,,Evening,,2018-05-29 11:48:11.312+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123265,session:5c7d75c7f300019c310aeae6a7fd6178,true
0101000020E6100000BBB889721B4A4040D6B759268687D53F,1043,,,,,,,,,,,,I reported it but authorities did nothing,,,,,On the street_negative,,,,,,,,22,2018-05-29 12:00:25.587+00,47,"A car knocked down a girl who was selling food in a hotel, because the road was too busy and had no traffic officers, by patrolling more traffic officers on that road. ",,,,,,,female,,123337,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.33641,32.57895,false,STREET,B1AAA,0.33641,32.57895,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3364103848385495,32.578950276816926|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1984812444",36188,false,Kiira Road,s,,bad,,"Kiira Road, Kampala Central Region",none,,,,,,,,,,,,,,Afternoon,,2018-05-29 12:00:25.695+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123337,session:5a9003ecbc9d49ebde3d1d63c4a3cba5,true
0101000020E6100000FDA500F290494040EE9B71954401D83F,1044,,,At the shops_negative,,,,Going to or from work_negative,,,,,,,I told my friend or my family),,,,,,,,,,,19,2018-05-29 12:17:46.419+00,47,"Breakage of people's houses, thug that attack people during night._x000D_The place is dark at night that's why there are always attacking. _x000D_The police should come in to secure the place, people should also work hand in hand with the police to see that lights are put in place._x000D__x000D_",,,,,,,female,,123443,in work,UG,Country,Central Region,State,,County,Komamboga,City,,Neighborhood,0.375132,32.576449,false,STREET,B1AAA,0.375132,32.576449,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3751315562295153,32.57644866719756|marker-sm-50318A-1&scalebar=true&zoom=15&rand=2051537692",sssss,false,Gayaza Road,s,,bad,,"Gayaza Road, Komamboga Central Region",none,,,student,,,,,,,,,,,Late night,,2018-05-29 12:17:46.519+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123443,session:5c7d75c7f300019c310aeae6a7fd6178,true
0101000020E6100000BCA5138777484040321E5F62376AD63F,1045,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,16,2018-05-29 12:29:02.279+00,47,"Break down guys Normally harruse girls verbally,they aren't sensitised ,they should be sensitised ",,,,,,,female,gender_discrimination_factor,123477,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.350352,32.566063,false,STREET,B1AAA,0.350352,32.566063,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3503519108187322,32.56606307607443|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1449090650",36188,false,Northern Bypass,s,,bad,,"Northern Bypass, Kampala Central Region",,,,,,,,,,,,,,,Afternoon,unemployed,2018-05-29 12:29:02.322+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123477,session:1946b5edf1aef247d15d4c4fc8ab5a27,true
0101000020E61000005D5B4FDF78494040D1769746B6ACD53F,1046,,,,,,,,,,,,I reported it but authorities did nothing,,,,,On the street_negative,,,,,,,,20,2018-05-29 12:31:46.64+00,47,"A man was killed and dumped into a trench, The place has few street lights on the road, By putting more cameras on the road.",,,,,,,female,,123481,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.33865,32.573994,false,STREET,B1AAA,0.33865,32.573994,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3386502856202462,32.57399435443429|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1759905187",36188,false,Binaisa Road,s,,bad,,"Binaisa Road, Kampala Central Region",none,,,,,,,,,,,,,,Late night,,2018-05-29 12:31:46.791+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123481,session:5a9003ecbc9d49ebde3d1d63c4a3cba5,true
0101000020E61000000188B42EF24940404A499E8A1BA0D73F,1047,,,,,Going to or from school_negative,,Going to or from work_negative,,I avoid going there alone,,,I reported it but authorities did nothing,,I told my friend or my family),,,On the street_negative,,Out socially_negative,,,,Someone using alcohol or drugs_negative,This happens so often that Iâ€™m just used to it,22,2018-05-29 13:14:51.66+00,47,The place is so dark and they steal people from there. Should put lights there and tighten the security.,,,,,,,female,,123576,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.368624,32.577825,false,POINT,P1AAA,0.368624,32.577825,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3686238,32.5778248|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1660977933",36188,false,Willington,s,,bad,,"Willington, Kampala Central Region",,other,,,,,,,,,,,,,Evening,,2018-05-29 14:09:16.128+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123576,session:83f591e2e0e6085606efe4129bda15fe,true
0101000020E610000044493BC30A4A4040C3309F2D99A3D73F,1048,,,,,,,Going to or from work_negative,,I avoid going there alone,,,,,I told my friend or my family),,,On the street_negative,,Out socially_negative,,,,,This happens so often that Iâ€™m just used to it,19,2018-05-29 13:19:03.675+00,47,The road is s dark. Should install lights on the streets.,,,,,,,female,,123582,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.368624,32.577825,false,POINT,P1AAA,0.368624,32.577825,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3686238,32.5778248|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-460386149",36188,false,Willington,s,,bad,,"Willington, Kampala Central Region",,other,,student,,,,,,,,,,,Evening,,2018-05-29 13:19:03.695+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123582,session:83f591e2e0e6085606efe4129bda15fe,true
0101000020E6100000F9659CBDAD4A404003790E1662E6D33F,1049,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,23,2018-05-29 13:23:04.233+00,47,They stole my phone  and bag. People think thefty is a job. They should  tighten the security.,,,,,,,female,,123586,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.311074,32.58341,false,STREET,B1AAA,0.311074,32.58341,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3110739149391169,32.58341001247276|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1077540366",7063,false,Nasser Road,s,,bad,,"Nasser Road, Kampala Central Region",none,,,,,,,,,,,,,,Anytime,,2018-05-29 13:23:04.257+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123586,session:0fc62f50185833be41cd872644cc1141,true
0101000020E6100000B4550045094A404081600199CC22D83F,1050,,At a public event_positive,,At the shops_positive,,Going to or from school_positive,,Going to or from work_positive,,,,,,,,,,On the street_positive,,Out socially_positive,,Public transport_positive,,,23,2018-05-29 13:24:39.435+00,47,,There are enough lights and I have not any thieves around.,,,,,,female,,123587,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.375919,32.578894,false,STREET,B1AAA,0.375919,32.578894,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.375918735142542,32.57889429224979|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-280045294",36188,false,Rev Nsonga Road,s,,good,,"Rev Nsonga Road, Kampala Central Region",,,,,,,,,,,,,,,Anytime,,2018-05-29 13:24:39.457+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123587,session:83f591e2e0e6085606efe4129bda15fe,true
0101000020E61000002F03F161064B40401E60D3EAF722D43F,1051,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,23,2018-05-29 13:31:07.331+00,47,A worker at KCCA parked a vehicle outside and the lights were stolen. There is slot of poverty in Uganda. People need to be given jobs and they should tighten the security.,,,,,,,female,,123589,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.314996,32.585941,false,POINT,P1AAA,0.314996,32.585941,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3149957,32.5859405|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-705309155",7063,false,KCCA Town Hall - Kampala Capital City Authority,s,,bad,,"KCCA Town Hall - Kampala Capital City Authority, Kampala Central Region",none,,,,,,,,,,,,,,Morning,,2018-05-29 13:31:07.359+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123589,session:0fc62f50185833be41cd872644cc1141,true
0101000020E6100000C2A8F929744940407DD07BAF9605D43F,1052,,,At the shops_negative,,,,,,,,,,,I told my friend or my family),,,On the street_negative,,,,,,Someone using alcohol or drugs_negative,This happens so often that Iâ€™m just used to it,25,2018-05-29 13:37:41.308+00,47,"They opened my bag and took my wallet. They think it's a job, and because of poverty. We need security cameras on streets and tighten security.",,,,,,,female,,123591,,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.312855,32.573884,false,POINT,P1AAA,0.312855,32.573884,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.312855,32.5738837|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1500134391",33903,false,Kalita Bus Station,s,,bad,,"Kalita Bus Station, Kampala Central Region",none,,,,,,,,,,,,,,Anytime,unemployed,2018-05-29 13:37:41.327+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123591,session:0fc62f50185833be41cd872644cc1141,true
0101000020E61000005DF22B1595494040893AE7F75A28D43F,1053,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,25,2018-05-29 13:41:17.901+00,47,They harrassed me sexually whereby they touched my breasts. People have ignorance about Human Rights. They need sensitization about Human Rights.,,,,,,,female,,123592,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.314951,32.574995,false,POINT,P1AAA,0.314951,32.574995,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3149511,32.5749952|marker-sm-50318A-1&scalebar=true&zoom=15&rand=451195853",33903,false,Orient Bank Kikubo Branch,s,,bad,,"Orient Bank Kikubo Branch, Kampala Central Region",none,,,,,,,,,,,,,,Anytime,,2018-05-29 13:41:18.03+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123592,session:0fc62f50185833be41cd872644cc1141,true
0101000020E6100000DED4CE54124A4040C4A9F9637F4DD83F,1054,,,At the shops_negative,,,,Going to or from work_negative,,,,,,,I told my friend or my family),,,On the street_negative,,Out socially_negative,,Public transport_negative,,,This happens so often that Iâ€™m just used to it,23,2018-05-29 13:43:05.032+00,47,People dont mind about others. Sensitize  them about the importance of being social,,,,,,,female,,123593,,UG,Country,Central Region,State,,County,Komamboga,City,,Neighborhood,0.380083,32.576859,false,STREET,B1AAA,0.380083,32.576859,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3800832842779673,32.57685880692766|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-650402611",sssss,false,Gayaza Road,s,,bad,,"Gayaza Road, Komamboga Central Region",,other,,,,,,,,,,,,,Anytime,unemployed,2018-05-29 13:43:05.178+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123593,session:83f591e2e0e6085606efe4129bda15fe,true
0101000020E6100000070A00FA0B4A4040BC89E2D45521D43F,1055,,,,,,,,,,,,I reported it but authorities did nothing,,,,,On the street_negative,,,,,,,,25,2018-05-29 13:46:08.595+00,47,There are slot of trick stars. They lied me and stole my tuition. People take it as there work. The police should catch idle. ,,,,,,,female,,123594,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.314476,32.578437,false,STREET,B1AAA,0.314476,32.578437,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.31447647744386753,32.57843707268298|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-601923364",7063,false,Kampala Road,s,,bad,,"Kampala Road, Kampala Central Region",none,,,,,,,,,,,,,,Anytime,,2018-05-29 13:46:08.611+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123594,session:0fc62f50185833be41cd872644cc1141,true
0101000020E610000065481E5B99494040096AD005E921D43F,1056,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,21,2018-05-29 13:48:13.224+00,47,It's a busy street which enable everyone to bad touch me. I think there is a need of police patrolling and while wearing causal clothes  ,,,,,,,female,gender_discrimination_factor,123595,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.314579,32.574871,false,POINT,P1AAA,0.314579,32.574871,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3145786,32.5748706|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-417970236",33903,false,Cash Flow,s,,bad,,"Cash Flow, Kampala Central Region",,,,,,,,,,,,,,,Anytime,,2018-05-29 13:48:13.347+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123595,session:9366cc40a5a0c590a270cb09bb8002ae,true
0101000020E61000002C50CD94D6494040763A08299C3ED83F,1057,,,,At the shops_positive,,,,,,,,,,,,,,On the street_positive,,,,,,,20,2018-05-29 13:49:12.68+00,47,,"Most people just work from here and they go,so, they are always in this place doing business.",,,,,,female,,123596,,UG,Country,Central Region,State,,County,Komamboga,City,,Neighborhood,0.378918,32.576752,false,STREET,B1AAA,0.378918,32.576752,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.37891842420707383,32.57675212950303|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1524127039",sssss,false,Gayaza Road,s,,good,,"Gayaza Road, Komamboga Central Region",,,,student,,,,,,,,,,,Late night,,2018-05-29 13:49:12.713+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123596,session:83f591e2e0e6085606efe4129bda15fe,true
0101000020E6100000E477D9C29A494040411CB5146122D43F,1058,,,,,,,,,,,,,,,,,On the street_negative,,,,,,,This happens so often that Iâ€™m just used to it,21,2018-05-29 13:50:15.366+00,47,"Many trick stars around the place, too much population ",,,,,,,female,,123597,in work,UG,Country,Central Region,State,,County,Kampala,City,,Neighborhood,0.314579,32.574871,false,POINT,P1AAA,0.314579,32.574871,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=0.3145786,32.5748706|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1668765239",33903,false,Cash Flow,s,,bad,,"Cash Flow, Kampala Central Region",none,,,,,,,,,,,,,,Anytime,,2018-05-29 13:50:15.384+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobekampala/places/123597,session:9366cc40a5a0c590a270cb09bb8002ae,true
