the_geom,cartodb_id,at_a_public_event_negative,at_a_public_event_positive,at_the_shops_negative,at_the_shops_positive,going_to_or_from_school_negative,going_to_or_from_school_positive,going_to_or_from_work_negative,going_to_or_from_work_positive,i_avoid_going_there_alone,i_never_went_back_there,i_reported_it_and_authorities_did_something,i_reported_it_but_authorities_did_nothing,i_stopped_going_to_school_university_or_work,i_told_my_friend_or_my_family,in_a_park_or_gardennegative,in_a_park_or_garden_positive,lgbtqia,on_the_street_negative,on_the_street_positive,out_socially_negative,out_socially_positive,public_transport_negative,public_transport_positive,someone_using_alcohol_or_drugs_negative,this_happens_so_often_that_i_m_just_used_to_it,age,created_datetime,dataset,description_negative,description_positive,description_translation,disability,ethnicity,ftb_demographics_heading,full_time_parent,gender,gender_discrimination,id,in_work,location_adminarea1,location_adminarea1type,location_adminarea3,location_adminarea3type,location_adminarea4,location_adminarea4type,location_adminarea5,location_adminarea5type,location_adminarea6,location_adminarea6type,location_displaylatlng_lat,location_displaylatlng_lng,location_dragpoint,location_geocodequality,location_geocodequalitycode,location_latlng_lat,location_latlng_lng,location_linkid,location_mapurl,location_postalcode,location_sideofstreet,location_street,location_type_1,location_unknowninput,spot_type,location_what_happened_next_other,translation,name,none,other,religion,student,submission_sets_support_length,submission_sets_support_name,submission_sets_support_url,submitter,time_of_day,unemployed,updated_datetime,url,user_token,visible
0101000020E610000023A67695BD4353C0CC323A528C0A28C0,1853,,,,,,,,,,,,,,,,,,,,,,,,,,22,2018-05-31 18:36:36.268+00,46,,"Se puede caminar sola, pero siempre con precauciÃ³n. ","You can walk alone, but always with caution.",,,,,female,,125143,,PE,Country,Huaral,State,,County,San MartÃ­n de Porres,City,,Neighborhood,-12.020506,-77.058461,false,STREET,B1AAA,-12.020506,-77.058461,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.020506098303928,-77.05846052771581|marker-sm-50318A-1&scalebar=true&zoom=15&rand=2099076716",51,false,Juan Vicente Nicolini,s,,good,,,"Juan Vicente Nicolini, San MartÃ­n de Porres Huaral",,,,,,,,,Anytime,,2018-05-31 18:36:36.288+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125143,session:44700f0c717e6e03e396d90209c0d232,true
0101000020E610000091F6FFEDA23D53C094766374524628C0,1913,,,,,,,,,x,,,,,,,,,,,,,,,x,,16,2018-05-31 19:25:53.482+00,46,,,,,,,,Female,,125229,,PE,Country,Lima,State,,County,San Juan de Miraflores,City,,Neighborhood,-12.137381,-76.96304,false,STREET,B1AAA,-12.137381,-76.96304,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.137381249470756,-76.96303955186596|marker-sm-50318A-1&scalebar=true&zoom=15&rand=2085198927",29,false,Av. Central,s,,bad,,,"Av. Central, San Juan de Miraflores Lima",,other,,x,,,,,Late night,,2018-05-31 19:25:53.509+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125229,session:c7a2773fa6d438eae73b924f54018652,true
0101000020E61000001DFFFFA3314453C0C3FD3A0E00F727C0,1854,,,,,,,,,,x,,,,,x,,,,,,,,,,,16,2018-05-31 18:38:59.623+00,46,"pude observar que un hombre mayor estaba molestando,acosando a una chica._x000D_Esto se podria solucionar si hubiera mas seguridad en las calles ",,"I could see that an older man was bothering, harassing a girl._x000D_This could be solved if there was more security in the streets ",,,,,female,,125144,,PE,Country,Provincia de Huaral,State,,County,Los Olivos,City,,Neighborhood,-11.982444,-77.065712,false,STREET,B1AAA,-11.982444,-77.065712,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.982444383871556,-77.06571165190073|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1514670478",39,false,Alfredo Mendiola,s,,bad,,,"Alfredo Mendiola, Los Olivos Provincia de Huaral",none,,,x,,,,,Late night,,2018-05-31 18:38:59.639+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125144,session:2de3a51b37004d88f42c6c8b6596a176,true
0101000020E610000039F5FFF5A34353C09A4E551B48FD27C0,1855,,,,,,,,,x,,,,,,,,,x,,,,,,,,14,2018-05-31 18:39:30.903+00,46,Estaba cruzando para tomar carro por puente y un seÃ±or viejo me dijo un piropo muy vulgar con una cara de maÃ±oso_x000D_,,I was crossing to take a car by bridge and an old man told me a very common compliment with a crafty face_x000D_,,,,,female,x,125145,,PE,Country,Lima,State,,County,Independencia,City,,Neighborhood,-11.99451,-77.056628,false,STREET,B1AAA,-11.99451,-77.056628,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.99451028375718,-77.05662825755267|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1525690211",Lima 28,false,Calle Gerardo Unger,s,,bad,,,"Calle Gerardo Unger, Independencia Lima",,,,x,,,,,Morning,,2018-05-31 18:39:30.92+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125145,session:14319649df53c8b092893ae943ffdd6e,true
0101000020E6100000E3E1D76DBB4353C033BA47E3452828C0,1856,,,,,,,x,,x,,,,,,,,,x,,,,,,x,,42,2018-05-31 18:40:14.278+00,46,,,,,,,,female,,125146,x,PE,Country,Provincia de Huaral,State,,County,Pueblo Libre,City,,Neighborhood,-12.078692,-77.058272,false,STREET,B1AAA,-12.078692,-77.058272,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.078692273548187,-77.05827190265332|marker-sm-50318A-1&scalebar=true&zoom=15&rand=35320241",11,false,Jose Ugarteche,s,,bad,,,"Jose Ugarteche, Pueblo Libre Provincia de Huaral",,,,,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125146/support,,Morning,,2018-05-31 18:40:14.295+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125146,session:1c9d5f05334cb28b6e125ed781d36e26,true
0101000020E61000006E0C00E45B4353C0761160C14FE027C0,1857,,,,,,,,,x,,,,,,,,,x,,,,,,,,15,2018-05-31 18:46:19.783+00,46,Mi prima no le gusta ese lugar dice que varios mototaxistas insultan y silban cada vez que pasa una chica,,My cousin does not like that place says that several mototaxistas insult and whistle every time a girl passes,,,,,female,x,125149,,PE,Country,Provincia de Huaral,State,,County,Comas,City,,Neighborhood,-11.938062,-77.052524,false,STREET,B1AAA,-11.938062,-77.052524,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-11.938061899202324,-77.05252372840695|marker-sm-50318A-1&scalebar=true&zoom=15&rand=510840849",7,false,Leon Pinelo,s,,bad,,,"Leon Pinelo, Comas Provincia de Huaral",,,,x,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125149/support,,Anytime,,2018-05-31 18:46:19.987+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125149,session:15a807eff517221cc0e2ec7f4ab1e50b,true
0101000020E61000006DF77FC90E4953C02789307C071C28C0,1858,,,,,x,,,,x,,,,,,,,,x,,,,x,,,,23,2018-05-31 18:46:29.943+00,46,Al frente se encuentra un colegio y algunas veces hombres de los carros acosan a las chicas,,In front is a school and sometimes car men harass the girls,,,,,female,,125150,,PE,Country,Callao,State,,County,Callao,City,,Neighborhood,-12.054734,-77.14154,false,STREET,B1AAA,-12.054734,-77.14154,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.054733992206183,-77.14154047797601|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1286636388",2,false,Paseo Garibaldi,s,,bad,,,"Paseo Garibaldi, Callao Callao",,,,x,,,,,Afternoon,,2018-05-31 18:46:30.097+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125150,session:61e2a45c49e3b5f294eb06c960c49176,true
0101000020E6100000E700C0F7274953C0CD9DC24D2B1F28C0,1859,,,,,,,,,x,,,,,,,,,x,,,,x,,,x,23,2018-05-31 18:48:01.317+00,46,"Hostigan mujeres y roban a las personas que esperan transporte pÃºblico,estas personas mayormente salen de castilla y usan esa modalidad",,"Women are harassed and people who wait for public transport are robbed, these people mostly leave Castile and use that modality",,,,,female,,125153,,PE,Country,Callao,State,,County,Callao,City,,Neighborhood,-12.060878,-77.143058,false,STREET,B1AAA,-12.060878,-77.143058,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.060877776822716,-77.14305784192963|marker-sm-50318A-1&scalebar=true&zoom=15&rand=479869317",2,false,Avenida 2 de Mayo,s,,bad,,,"Avenida 2 de Mayo, Callao Callao",,,,x,,,,,Anytime,,2018-05-31 18:48:01.456+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125153,session:61e2a45c49e3b5f294eb06c960c49176,true
0101000020E6100000700BC045DA4853C0EC26F7CAE31E28C0,1861,,,x,,,,,,x,,,,,,,,,x,,,,,,,,23,2018-05-31 18:49:15.872+00,46,Algunos hombres silban a las mujeres y no respetan el espacio personal,,Some men whistle to women and do not respect personal space,,,,,female,x,125155,,PE,Country,Callao,State,,County,Callao,City,,Neighborhood,-12.060265,-77.138333,false,STREET,B1AAA,-12.060265,-77.138333,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.060264616404803,-77.13833255547277|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1242936097",2,false,Avenida Saenz PeÃ±a,s,,bad,,,"Avenida Saenz PeÃ±a, Callao Callao",,,,x,,,,,Anytime,,2018-05-31 18:49:15.996+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125155,session:61e2a45c49e3b5f294eb06c960c49176,true
0101000020E610000090FB7F21974A53C03230EAD39C2528C0,1862,,x,,x,,x,,x,,,,,,,,x,,,x,,x,,x,,,23,2018-05-31 18:50:51.708+00,46,,"La Punta, es el distrito mÃ¡s seguro y los residentes tambiÃ©n son sumanente respetuosos, puedes andar por las calles a cualquier hora sin miedo","La Punta, is the safest district and the residents are also sumanente respectful, you can walk the streets at any time without fear",,,,,female,,125157,,PE,Country,Callao,State,,County,La Punta,City,,Neighborhood,-12.073433,-77.165439,false,STREET,B1AAA,-12.073433,-77.165439,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.073432728998366,-77.16543856510266|marker-sm-50318A-1&scalebar=true&zoom=15&rand=2065059205",,false,MalecÃ³n Pardo,s,,good,,,"MalecÃ³n Pardo, La Punta Callao",,,,student,,,,,Anytime,,2018-05-31 18:50:51.864+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125157,session:61e2a45c49e3b5f294eb06c960c49176,true
0101000020E6100000B50A40B6FC4453C071470C3FD72228C0,1863,,,,,x,,x,,,,,,,,,,,x,,,,x,,,,23,2018-05-31 18:53:55.425+00,46,Suelen marcar personas y estudiantes o roban al paso y como es exterior a la universidad no le interesa mucho,,"They usually mark people and students or steal on the way and since it is outside of the university, it does not interest them much",,,,,female,,125158,,PE,Country,Provincia de Huaral,State,,County,San Miguel,City,,Neighborhood,-12.068111,-77.077892,false,STREET,B1AAA,-12.068111,-77.077892,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.0681115,-77.0778923|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-2107377272",32,false,Avenida Universitaria,s,,bad,,,"Avenida Universitaria, San Miguel Provincia de Huaral",,,,,,,,,Anytime,,2018-05-31 18:53:55.55+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125158,session:61e2a45c49e3b5f294eb06c960c49176,true
0101000020E61000003C0900A0A73B53C06DAF7CCB597128C0,1864,,,,,,,x,,,,,x,,x,,,,,,,,,,,x,28,2018-05-31 18:54:17.548+00,46,Soy vecina y todos los dÃ­as roban en este cruce muy temprano en la maÃ±ana o a partir de las 7 pm.,,I am a neighbor and every day they steal at this crossing very early in the morning or after 7 pm.,,,,,female,,125159,x,PE,Country,Lima,State,,County,Villa El Salvador,City,,Neighborhood,-12.221307,-76.931966,false,STREET,B1AAA,-12.221307,-76.931966,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.221306842703534,-76.93196568621055|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1882974964",42,false,Av. RevoluciÃ³n,s,,bad,Serenazgo estÃ¡ a una cuadra pero solo una vez al mes vigilan ellos o la policÃ­a.,,"Av. RevoluciÃ³n, Villa El Salvador Lima",none,,,,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125159/support,,Anytime,,2018-05-31 18:54:17.564+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125159,session:21622006766aa07b8d81a0f6425bf44a,true
0101000020E61000009D0DC0E1414553C02769BEC6CE2328C0,1865,,,,,x,,,,,,,,,,,,,x,,,,x,,,,23,2018-05-31 18:55:36.079+00,46,"No es seguro caminar por riva aguero sola, a veces pasan hombres y dicen obscenidades y roban al paso",,"It is not safe to walk by riva aguero alone, sometimes men go by and say obscenities and steal at the pass",,,,,female,,125161,,PE,Country,Provincia de Huaral,State,,County,San Miguel,City,,Neighborhood,-12.069929,-77.082172,false,STREET,B1AAA,-12.069929,-77.082172,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.069928613712346,-77.08217176276655|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1600641305",32,false,JosÃ© de la Riva AgÃ¼ero,s,,bad,,,"JosÃ© de la Riva AgÃ¼ero, San Miguel Provincia de Huaral",,,,,,,,,Anytime,,2018-05-31 18:55:36.201+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125161,session:61e2a45c49e3b5f294eb06c960c49176,true
0101000020E61000001E621F7FB24253C03C577296D41C28C0,1866,,,,,,,,,,,,,,,,,,x,,,,,,,x,26,2018-05-31 18:57:45.73+00,46,"Me salvaron, mandaron besos y dijeron comentarios obscenos.",,"They saved me, they sent kisses and they said obscene comments.",,,,,Female,x,125163,x,PE,Country,Lima,State,,County,BreÃ±a,City,,Neighborhood,-12.056152,-77.042048,false,STREET,B1AAA,-12.056152,-77.042048,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.056152202980218,-77.04204836877895|marker-sm-50318A-1&scalebar=true&zoom=15&rand=2103084191",11,false,Alfonso Ugarte,s,,bad,Les dije que son unos sucios.,,"Alfonso Ugarte, BreÃ±a Lima",,,,,,,,,Evening,,2018-05-31 18:57:45.747+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125163,session:55266149b3ba892c314ef365e25392ff,true
0101000020E6100000E6F93F072E3B53C03138DCE5680F28C0,1867,,,,,,,,,,,,,,,,,,x,,,,,,,x,19,2018-05-31 18:59:32.583+00,46,,,,,,,,female,,125165,,PE,Country,Lima,State,,County,Ate,City,,Neighborhood,-12.029987,-76.924814,false,STREET,B1AAA,-12.029987,-76.924814,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.029987156701553,-76.92481430620593|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1724713974",43,false,Avenida NicolÃ¡s de AyllÃ³n (Carretera Central),s,,bad,,,"Avenida NicolÃ¡s de AyllÃ³n (Carretera Central), Ate Lima",none,,,x,,,,,Anytime,,2018-05-31 18:59:32.601+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125165,session:77e61b38a791a86e8b6133de378b8093,true
0101000020E61000003D0980FBF73C53C079906EE9F01728C0,1868,,,,,x,,,,,x,,,,,,,,x,,,,,,,,18,2018-05-31 19:00:42.307+00,46,,,,,,,,Female,x,125167,,PE,Country,Lima,State,,County,Santa Anita,City,,Neighborhood,-12.045819,-76.953045,false,STREET,B1AAA,-12.045819,-76.953045,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.045818959545587,-76.95304518421523|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-530806715",3,false,Los Cascanueces,s,,bad,,,"Los Cascanueces, Santa Anita Lima",,,,x,,,,,Evening,,2018-05-31 19:00:42.461+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125167,session:7ed015d806cc379e704724644052470d,true
0101000020E61000001CC6CD3E294553C0231721D6092828C0,1869,,,,,,,,,,,,,,,,,,x,,,,,,,x,20,2018-05-31 19:01:14.654+00,46,,,,,,,,female,x,125168,,PE,Country,Huaral,State,,County,Pueblo Libre,City,,Neighborhood,-12.07826,-77.080658,false,STREET,B1AAA,-12.07826,-77.080658,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.078259846897046,-77.080658369609|marker-sm-50318A-1&scalebar=true&zoom=15&rand=1307125806",32,false,Avenida La Marina,s,,bad,,,"Avenida La Marina, Pueblo Libre Huaral",,,,,,,,,Anytime,,2018-05-31 19:01:14.678+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125168,session:e3cefdbbe0858c085fa9439622f148f4,true
0101000020E610000085FBBFA9CA3F53C082784E4B942028C0,1870,,,,,x,,,,,,,,,,,,,,,,,,,,x,19,2018-05-31 19:02:43.148+00,46,,,,,,,,female,,125169,,PE,Country,Provincia de Huaral,State,,County,Ate,City,,Neighborhood,-12.063676,-76.996748,false,STREET,B1AAA,-12.063676,-76.996748,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.063676126227092,-76.99674816416281|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1058953275",10,false,Avenida Nicolas Ayllon,s,,bad,,,"Avenida Nicolas Ayllon, Ate Provincia de Huaral",none,,,x,,,,,Anytime,,2018-05-31 19:02:43.166+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125169,session:77e61b38a791a86e8b6133de378b8093,true
0101000020E6100000BC26D7DD0B4353C0E3691721A51628C0,1871,,,,,,,,,,,,,,,,,,x,,,,,,,x,26,2018-05-31 19:03:18.826+00,46,"Me miraron de una manera incÃ³moda y quisieron  besar, si no me hacÃ­a hacia un lado, sucedÃ­a.",,"They looked at me in an uncomfortable way and wanted to kiss, if I did not move to the side, it happened.",,,,,Female,x,125170,x,PE,Country,Lima,State,,County,Lima,City,,Neighborhood,-12.044101,-77.047609,false,STREET,B1AAA,-12.044101,-77.047609,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.044100812673419,-77.0476092197228|marker-sm-50318A-1&scalebar=true&zoom=15&rand=926044941",11,false,Avenida Argentina,s,,bad,,,"Avenida Argentina, Lima Lima",,,,x,,,,,Afternoon,,2018-05-31 19:03:18.845+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125170,session:55266149b3ba892c314ef365e25392ff,true
0101000020E6100000FE05402DD63F53C080E6592CB12028C0,1872,,,,,,,,,,,,,,x,,,,,,,,,,x,,19,2018-05-31 19:04:38.858+00,46,Cuando caminaba me crucÃ© con un hombre ebrio y me roso su mano por la pierna,,When I was walking I came across a drunk man and moaned his hand down my leg,,,,,female,,125171,,PE,Country,Lima,State,,County,San Luis,City,,Neighborhood,-12.063788,-76.997443,false,STREET,B1AAA,-12.063788,-76.997443,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.063788499197296,-76.99744285580611|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-495608087",10,false,Avenida Nicolas Ayllon,s,,bad,,,"Avenida Nicolas Ayllon, San Luis Lima",none,,,,,,,,Afternoon,,2018-05-31 19:04:39.011+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125171,session:77e61b38a791a86e8b6133de378b8093,true
0101000020E6100000C902407B203E53C0AFB106C92D1D28C0,1873,,,,,,,,,,,,,,,,,,,x,,,,,,,19,2018-05-31 19:05:39.144+00,46,,,,,,,,female,,125172,,PE,Country,Lima,State,,County,Santa Anita,City,,Neighborhood,-12.05703,-76.970653,false,POINT,P1AAA,-12.05703,-76.970653,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.0570304,-76.970653|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1898752563",3,false,111 Nicolas Ayllon,s,,good,,,"111 Nicolas Ayllon, Santa Anita Lima",,,,student,,,,,Anytime,,2018-05-31 19:05:39.162+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125172,session:77e61b38a791a86e8b6133de378b8093,true
0101000020E6100000530A80C9CB4053C0AD86BD3A923A28C0,1874,,,,,,,,,x,,,,,,,,,x,,,,,,,,25,2018-05-31 19:06:28.994+00,46,,,,,,,,female,x,125173,x,PE,Country,Provincia de Huaral,State,,County,Surquillo,City,,Neighborhood,-12.114396,-77.012425,false,STREET,B1AAA,-12.114396,-77.012425,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.1143958196883,-77.0124250900736|marker-sm-50318A-1&scalebar=true&zoom=15&rand=634844020",Lima 34,false,Fernando Alzamora,s,,bad,,,"Fernando Alzamora, Surquillo Provincia de Huaral",,,,,,,,,Morning,,2018-05-31 19:06:29.198+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125173,session:eb83e84793b5482d3650d1a9c3228caa,true
0101000020E6100000500540FA2D3953C003D811D9D80828C0,1875,,,,,,,,,,,,,,,,,,,x,,,,,,,19,2018-05-31 19:07:01.632+00,46,,,,,,,,female,,125174,,PE,Country,Provincia de Huaral,State,,County,Ate,City,,Neighborhood,-12.017293,-76.893427,false,STREET,B1AAA,-12.017293,-76.893427,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.017293449028076,-76.89342657540486|marker-sm-50318A-1&scalebar=true&zoom=15&rand=76553166",43,false,Carretera Central,s,,good,,,"Carretera Central, Ate Provincia de Huaral",,,,student,,,,,Anytime,,2018-05-31 19:07:01.768+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125174,session:77e61b38a791a86e8b6133de378b8093,true
0101000020E6100000B7AB3A607C4153C0114889A6FA1628C0,1876,,,,,,,,,,,,,,x,,,,x,,,,,,,x,22,2018-05-31 19:08:42.28+00,46,"Andaba caminando y mientras pasaba por toda esa calle, 3 seÃ±ores hicieron comentarios sobre mi cuerpo, 2 de ellos sobre mis senos y 1 sobre mi trasero.",,"I was walking and while I was going through that street, 3 gentlemen made comments about my body, 2 of them on my breasts and 1 on my butt.",,,,,female,,125179,,PE,Country,Lima,State,,County,Lima,City,,Neighborhood,-12.044886,-77.023193,false,STREET,B1AAA,-12.044886,-77.023193,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.044885513722052,-77.02319277884143|marker-sm-50318A-1&scalebar=true&zoom=15&rand=744714803",10,false,JirÃ³n Andahuaylas,s,,bad,,,"JirÃ³n Andahuaylas, Lima Lima",none,,,x,1,support,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125179/support,,Morning,,2018-05-31 19:08:42.305+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125179,session:558ca641060746f222190d49c046489f,true
0101000020E610000089018057E34053C072D58DD7823B28C0,1877,,,,,,,,,x,,,,,,,,,x,,,,,,,,25,2018-05-31 19:09:00.344+00,46,,,,,,,,female,x,125180,x,PE,Country,Provincia de Huaral,State,,County,Surquillo,City,,Neighborhood,-12.116233,-77.013878,false,STREET,B1AAA,-12.116233,-77.013878,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.116232743838307,-77.01387829867389|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1487742133",Lima 34,false,Sergio Bernales,s,,bad,,,"Sergio Bernales, Surquillo Provincia de Huaral",,,,,,,,,Late night,,2018-05-31 19:09:00.36+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125180,session:eb83e84793b5482d3650d1a9c3228caa,true
0101000020E6100000D90B800E0E4153C045336A95143C28C0,1878,,,,,,,,,x,,,,,,,,,x,,,,,,,,25,2018-05-31 19:09:24.29+00,46,,,,,,,,female,x,125184,,PE,Country,Provincia de Huaral,State,,County,Surquillo,City,,Neighborhood,-12.11734,-77.016429,false,STREET,B1AAA,-12.11734,-77.016429,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.117340322953046,-77.01642916722035|marker-sm-50318A-1&scalebar=true&zoom=15&rand=-1066689444",LIMA34,false,San Lorenzo,s,,bad,,,"San Lorenzo, Surquillo Provincia de Huaral",,,,,,,,,Morning,,2018-05-31 19:09:24.322+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125184,session:eb83e84793b5482d3650d1a9c3228caa,true
0101000020E610000048F7FF6A5F4053C0FEC1247AB05F28C0,1879,,,,,,,,,x,,,,,,,,,x,,,,,,,,24,2018-05-31 19:09:39.255+00,46,"Es oscuro y es la avenida principal para aubir y bajar a Buenos Aires de villa, autos de estacionan y te arranchan celulares. Tenemos que bajar en grupo o con autos o motos.",,"It is dark and it is the main avenue to get up and down to Buenos Aires from town, parking cars and cell phones. We have to get off in a group or with cars or motorcycles.",,,,,female,x,125185,x,PE,Country,Lima,State,,County,Chorrillos,City,,Neighborhood,-12.186856,-77.005822,false,STREET,B1AAA,-12.186856,-77.005822,0,"http://open.mapquestapi.com/staticmap/v5/map?key=ir1HTj413AyMaBld5Nt0uJNcaTbxwxWY&type=map&size=225,160&locations=-12.186856150089296,-77.00582181663195|marker-sm-50318A-1&scalebar=true&zoom=15&rand=580921389",9,false,Avenida Buenos Aires,s,,bad,,,"Avenida Buenos Aires, Chorrillos Lima",,,,,,,,,Evening,,2018-05-31 19:09:39.472+00,http://api.crowdspot.com.au/api/v2/admin/datasets/freetobelima/places/125185,session:d2fb0c0e23600e6e593dd6344346cc50,true
